,TranslatedIngredients
2338,"wholewheatflour,hee,jaggery,milk,cardamompowderelaichi,nutmepowder,poppyseeds,ghee"
2339,"riceflour,purposeflourmaida,freshcoconut,greenchillies,salt,sunfloweroil"
2340,"milk,wholecashews,badamalmond,cardamompowderelaichi,mangoripe,sugar,ripebananas,apple,orange,reenrapes,blackrapes,freshpomegranatefruitkernels,honey"
2341,"onion,redbellpeppercapsicum,buttonmushrooms,clovesarlic,stalkscelery,saltpepper,freshcream,extravirginoliveoil,freshthymeleaves,beetroot,redwinevinaigrette,rosemary,butter,wholeegg,puffpastrysheet"
2342,"rice,kadduparangikaipumpkin,water,salt,wholeblackpeppercorns,inger,sprinonionreens,corianderdhanialeaves"
2343,"bislerifonzo,chaatmasalapowder,blacksaltkalanamak,cuminpowderjeera,blackpepperpowder,lemonjuice"
2344,"brinjalbainganeggplant,tomato,onion,clovesarlic,turmericpowderhaldi,arammasalapowder,corianderpowderdhania,redchillipowder,salt,hee,sunfloweroil,corianderdhanialeaves"
2345,"cauliflowergobi,tomato,shallots,reenchillies,clovesarlic,inchinger,turmericpowderhaldi,cuminpowderjeera,salt,freshcoconut,fennelseedssaunf,cashewnutsapproximately,poppyseeds,corianderdhaniaseeds,roastedramdalpottukadalai,dryredchillies,coconutoil,cloveslaung,cardamomelaichipodsseeds,staranise,bayleaftejpatta,spricurryleaves"
2346,"greenzucchini,wholewheatbreadcrumbs,parmesancheese,cornflour,blackpepperpowder,driedoregano,salt,wholeegg,sunfloweroil"
2347,"kadduparangikaipumpkin,blackeyedbeanslobia,redchillipowder,turmericpowderhaldi,salt,freshcoconut,cuminseedsjeera,greenchilli,coconutoil,mustardseeds,spricurryleaves,dryredchillies,freshcoconut,pearlonionssambaronions"
2348,"whiteuraddal,methiseedsfenugreekseeds,idlirice,ragiseeds,ghee,onions,greenbellpeppercapsicum,clovesarlic,buttonmushrooms,sweetcorn,homemadetomatopuree,pavbhajimasala,redchillipowder,tomatoketchup,salt,mintleavespudina"
2349,"wholewheatbrownbread,wholeeggs,milk,freshcream,brownsugardemerarasugar,cinnamonpowderdalchini,butter,apple,inchcinnamonstickdalchini,brownsugardemerarasugar,butter"
2350,"sunfloweroil,sesameseedstilseeds,dryredchillies,arlic,dessicatedcoconut,salt,sramflourbesan,turmericpowderhaldi,ajwaincaromseeds,salt,water,sunfloweroil,mustardseeds,onion,inchinger,clovesarlic,greenchillies,asafoetidahing,potatoesaloo,turmericpowderhaldi,spricorianderdhanialeaves,britanniacheesecubes,salt,pavbuns,butter,sunfloweroil"
2351,"wholewheatflour,water,activedryyeast,sugar,salt,extravirginoliveoil,buttonmushrooms,spinach,onion,clovesarlic,salt,blackpepperpowder,mozzarellacheese,ricottacheese,extravirginoliveoil,milk"
2352,"wholewheatbrownbread,onion,sweetcorn,greenbellpeppercapsicum,mozzarellacheese,driedthymeleaves,blackpepperpowder,sunfloweroil,salt"
2353,"wholewheatflour,salt,milk,water,hee,ghee"
2354,"sunfloweroil,leek,fennelbulb,mango,apple,walnuts,honey,freshthymeleaves,turmericpowderhaldi,vegetablestock,salt,blackpepperpowder,walnuts"
2355,"mixedvegetables,onions,tomatoes,greenchillies,redchillipowder,corianderpowderdhania,turmericpowderhaldi,blackpepperpowder,salt,inchcinnamonstickdalchini,cardamomelaichipodsseeds,cloveslaung,ingerarlicpaste,freshcoconut,poppyseeds,cashewnuts,sunfloweroil,salt,corianderdhanialeaves"
2356,"wholewheatflour,ragiflourfingermilletnagli,ramflourbesan,bajraflourpearlmillet,rolledoatsinstantoats,methileavesfenugreekleaves,sesameseedstilseeds,greenchilli,inchinger,asafoetidahing,curddahiyogurt,sunfloweroil,salt"
2357,"rice,cookedrice,freshcoconut,cuminseedsjeera,activedryyeast,sugar,salt,cardamomelaichipodsseeds,hee,raisins"
2358,"potatoesaloo,englishcucumber,onion,tomatoes,basilleaves,parsleyleaves,driedoregano,blackolives,salt,blackpepperpowder,extravirginoliveoil"
2359,"sreenmoonsprouts,onion,tomato,carrotgajjar,mustardseeds,cuminseedsjeera,asafoetidahing,greenchilli,inger,lemons,turmericpowderhaldi,corianderpowderdhania,maharashtrianodamasala,sugar,salt,sunfloweroil"
2360,"apples,cinnamonpowderdalchini,nutmepowder,brownsugardemerarasugar,vanillaextract,puffpastrysheet,purposeflourmaida,castersugar"
2361,"arhardaltoordal,dillleaves,poppyseeds,wholeblackpeppercorns,onion,dryredchillies,freshcoconut,clovesarlic,mustardseeds,spridillleaves"
2362,"cookedrice,ghee,cuminseedsjeera,onion,cabbagepattaobimuttaikose,greenchillies,redchillipowder,turmericpowderhaldi,sambarpowder,corianderdhanialeaves,salt"
2363,"arhardal,brinjals,greenchillies,clovesarlic,cuminseeds,drycoconut,kokum,jaggery,odamasala,asafoetida,curryleaves,rye,turmericpowder,salt,sprigsofreencoriander,oil"
2364,"potatoesaloo,heavywhippincream,clovesarlic,milk,butter,salt,blackpepperpowder"
2365,"wheatnoodles,tahini,sesamegingellyoil,lightsoysauce,darksoysauce,water,chinesespicepowder,honey,salt,moolimullangiradish,clovesarlic,sprisprinonionreens"
2366,"yellowmoondal,mixedvegetables,turmericpowderhaldi,water,salt,freshcoconut,dryredchillies,sunfloweroil,mustardseeds,dryredchillies,whiteuraddal,spricurryleaves"
2367,"buckwheatflourkuttukaatta,milk,wholeeggs,nutmeg,butter,salt,water,butter,spinach,wholeeggs,onion,ingerarlicpaste,greenchillies,corianderdhanialeaves,salt,sunfloweroil"
2368,"rice,extravirginoliveoil,arlic,onion,rosemary,salt,chickenbreasts,carrotgajjar,extravirginoliveoil,arlic,basilleaves,homemadetomatopuree,salt,sugar,tabascooriginal,paprikapowder,freshcream"
2369,"tomato,tendercoconutwater,freshcoconut,tamarind,curryleaves,asafoetidahing,turmericpowderhaldi,rasampowder,salt,water,corianderdhanialeaves,hee,mustardseeds,cuminseedsjeera,mintleavespudina"
2370,"reenbeansfrenchbeans,asafoetidahing,cuminseedsjeera,greenchilli,redchillipowder,turmericpowderhaldi,corianderpowderdhania,sunfloweroil,salt"
2371,"brinjal,spinach,inchinger,clovesarlic,cuminseeds,spricurryleaves,corianderpowder,redchillipowder,asafoetida,salt"
2372,"reenmoonsprouts,tamarindpaste,turmericpowderhaldi,sugar,salt,freshcoconut,dryredchillies,corianderdhaniaseeds,sunfloweroil,mustardseeds,asafoetidahing,curryleaves"
2373,"ladyfinger,peanuts,oil,salt,corianderseeds,dryredchilies,cuminseeds,fennel,rye,celery,wholepepper,nutmepowder,nagakesar,asafoetida,cinnamon,long,staranise,stoneflower,largecardamom"
2374,"chickenbreasts,tomatoes,spinach,clovesarlic,butter,extravirginoliveoil,lemonjuice,redchilliflakes,paprikapowder,spaghettipasta,salt"
2375,"potatoesaloo,methiseedsfenugreekseeds,ajwaincaromseeds,dryredchillies,turmericpowderhaldi,ingerarlicpaste,corianderpowderdhania,redchillipowder,sichuanpeppercorns,mustardoil,salt"
2376,"idlirice,freshcoconut,cucumber,sugar,salt"
2377,"mutton,kashmiriredchillipowder,fennelpowder,dryingerpowder,arlic,cornflour,arammasalapowder,mustardoil,salt,mustardoil,bayleavestejpatta,dryredchillies,turmericpowderhaldi,arammasalapowder,curddahiyogurt,kashmiriredchillipowder,corianderpowderdhania,fennelpowder,dryingerpowder,blackcardamombadielaichi,arammasalapowder,sugar,salt"
2378,"mutton,clovesarlic,onions,curddahiyogurt,cuminpowderjeera,corianderpowderdhania,cloveslaung,sunfloweroil,greenchillies,inger,corianderdhanialeaves,tomatoes,bayleavestejpatta,cardamomelaichipodsseeds,redchillipowder,turmericpowderhaldi,salt"
2379,"brinjal,onion,clovesarlic,tomato,turmericpowder,mustard,ramlentils,asafoetida,spricurryleaves,dryredchili,oil,salt,corianderseeds,cuminseeds,fennelseeds,blackpepperpowder,dryredchilliesspricurryleaves"
2380,"cabbage,beans,carrots,potatoes,onion,mustard,spricurryleaves,coconut,dryredchillies,cuminseeds,aniseed"
2381,"bhindiladyfingerokra,salt,sunfloweroil,freshcoconut,methiseedsfenugreekseeds,cuminjeeraseeds,dryredchillies,corianderdhaniaseeds,sesameseedstilseeds,rice,clovesarlic,tamarindwater,turmericpowderhaldi,jaggery,water,sunfloweroil,mustardseeds,sspasafoetidahing,dryredchillies,spricurryleaves"
2382,"wholewheatflour,bakinpowder,pineapplejuice,pineapple,curddahiyogurt,sugar,vanillaextract,sunfloweroil"
2383,"soojisemolinarava,cucumbers,hee,sugar,cardamompowderelaichi,saffronstrands,coconutmilk,badamalmond,sliveredalmondsbadam"
2384,"fishfillet,turmericpowderhaldi,salt,lemonjuice,dryingerpowder,fennelpowder,blackcardamombadielaichi,cloveslaung,kashmiriredchillipowder,asafoetidahing,arammasalapowder,homemadetomatopuree,salt,mustardoil"
2385,"dates,peanutbutter,chocolatechips,rolledoats,vanillaextract,multigraindigestiveoatbiscuits"
2386,"wholewheatflour,butter,wholeeggs,castersugar,bakinpowder,bakinsoda,vanillaextract,buttermilk,chocolateanache"
2387,"dates,apricots,badamalmond,pistachios,ragiflourfingermilletnagli,flaxseedpowderflaxmeal,peanutbutter,sunfloweroil,spirulina"
2388,"potatoes,onion,greenchillies,inchinger,curryleaves,mustard,whiteuraddal,chanadal,asafoetida,turmericpowder,corianderpowder,reencoriander,sugar,lemonjuice,salt,oil"
2389,"rice,salt,turmericpowderhaldi,sambarpowder,asafoetidahing,coconutoil,coconutoil,mustardseeds,dryredchillies,spricurryleaves"
2390,"chanadalbengalramdal,reenmoondal,whiteuraddal,salt,turmericpowderhaldi,greenchilli,tomatoes,inchinger,spricorianderdhanialeaves,hee,cuminseedsjeera,asafoetidahing,clovesarlic,redchillipowder"
2391,"wholewheatflour,purposeflourmaida,sunfloweroil,salt,potatoesaloo,ramflourbesan,salt,turmericpowderhaldi,redchillipowder,ajwaincaromseeds,sweetchutneydatetamarind,reenchutneycoriandermint,curddahiyogurt,onion,tomato,greenchillies,corianderdhanialeaves,sev"
2392,"paneerhomemadecottagecheese,badamalmond,badamalmond,milk,saffronstrands,cardamompowderelaichi,sugar"
2393,"fishfillet,salt,ramflourbesan,turmericpowderhaldi,cuminpowderjeera,water,sunfloweroil,corianderdhanialeaves,mintleavespudina,greenchilli,lemonjuice,freshcream,curddahiyogurt,turmericpowderhaldi,redchillipowder,cuminseedsjeera,sunfloweroil"
2394,"milk,lemonjuice,darkchocolate,condensedmilk,cocoapowder,vanillaextract,raisins,sliveredalmondsbadam"
2395,"beetroot,potatoesaloo,tofu,ramflourbesan,badamalmond,greenchillies,chaatmasalapowder,cuminpowderjeera,corianderdhanialeaves,salt,sunfloweroilshallow"
2396,"bonelesschicken,curddahiyogurt,butter,onion,ingerarlicpaste,whitepepperpowder,salt,cardamomelaichipodsseeds,cinnamonpowderdalchini,corianderdhanialeaves,tomato,corianderdhanialeaves"
2397,"buttonmushrooms,soyranules,paneerhomemadecottagecheese,onion,sunfloweroil,greenchilli,fennelseedssaunf,sprinrollwrappers,blackpepperpowder,kashmiriredchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,chaatmasalapowder,salt,sunfloweroil"
2398,"rice,blackuraddal,freshcoconut,asafoetidahing,salt,sunfloweroil"
2399,"vehakkanoodles,onions,inchinger,carrotgajjar,greenbellpeppercapsicum,cabbagepattaobimuttaikose,reenbeansfrenchbeans,sprisprinonionbulbreens,blackpepperpowder,soysauce,redchillisauce,chillivinegar,salt,sunfloweroil,cabbagepattaobimuttaikose,carrotgajjar,onion,inchinger,purposeflourmaida,salt,sunfloweroil,water,tofu,sesameseedstilseeds,clovesarlic,sprisprinonionbulbreens,veebasweetchillisauce,srirachasauce,salt,reenbeansfrenchbeans,redchillisauce"
2400,"potatoesaloo,mintleavespudina,corianderdhanialeaves,greenchillies,amchurdrymangopowder,redchillipowder,turmericpowderhaldi,salt,cuminseedsjeera,ghee"
2401,"freshredchillies,clovesarlic,sunfloweroil,mustardseeds,asafoetidahing,salt"
2402,"rawmangoes,redchillies,coconut,asafoetida,jaggery,kashmiriredchillipowder,salt,oil"
2403,"soojisemolinarava,riceflour,water,salt,tomato,redyelloworreenbellpeppercapsicum,onion,blackolives,mozzarellacheese,driedoregano,redchilliflakes,sunfloweroil"
2404,"awarphalikothavarangaiclusterbeans,greenchillies,mustardseeds,amlanellikaiooseberry,cuminseedsjeera,asafoetidahing,turmericpowderhaldi,corianderpowderdhania,wholeblackpeppercorns,salt,mustardoil"
2405,"rice,hee,staranise,inchcinnamonstickdalchini,cloveslaung,cardamomelaichipodsseeds,fennelseedssaunf,freshorangejuice,saffronstrands,milk,salt,sugar"
2406,"idlirice,ragiseeds,whiteuraddal,methiseedsfenugreekseeds,salt,ghee"
2407,"rawbanana,redchillipowder,turmericpowderhaldi,salt,sunfloweroil,redchillipowder,turmericpowderhaldi,soojisemolinarava,salt"
2408,"mozzarellacheese,cuminseedsjeera"
2409,"delmontepennerigatepasta,spribasilleaves,mozzarellacheese,carrotgajjar,redbellpeppercapsicum,yellowbellpeppercapsicum,clovesarlic,milk,salt,extravirginoliveoil"
2410,"chickenbreasts,huncurdgreekyogurt,inchinger,clovesarlic,turmericpowderhaldi,corianderpowderdhania,redchillipowder,amchurdrymangopowder,cuminpowderjeera,arammasalapowder,honey,mustardoil,homemadetomatopuree,tomatoketchup,kasurimethidriedfenugreekleaves,mintleavespudina,corianderdhanialeaves,lemonjuice,salt,butter,huncurdgreekyogurt,reenchutneycoriandermint,purisusedpanipuri,pickledonions,corianderdhanialeaves,corianderdhanialeaves"
2411,"momos,clovearlic,inchinger,reenchillies,sprinonionbulbreens,lightsoysauce,sesamegingellyoil,ricevinegar"
2412,"moolimullangiradish,sunfloweroil,cuminseedsjeera,inger,ajwaincaromseeds,ramflourbesan,corianderdhanialeaves,redchillipowder,salt,wholewheatflour,moolikepatteradishreens,salt,sunfloweroil"
2413,"parwal,tomatoes,watermelonseeds,inchinger,redchillipowder,corianderpowderdhania,cuminpowderjeera,arammasalapowder,bayleaftejpatta,salt,sunfloweroil"
2414,"sardinefish,shallots,tomatoes,ingerarlicpaste,turmericpowderhaldi,redchillipowder,corianderpowderdhania,fennelpowder,blackpepperpowder,kokummalabartamarind,coconutoil,mustardseeds,spricurryleaves,salt,water"
2415,"gramreenbeansfrenchbeans,clovesarlic,honey,freshcream,freshpomegranatefruitkernels,pomegranatesauce,saltpepper,sprisprinonionreens,coconutmilk,extravirginoliveoil"
2416,"wholewheatflourtortilla,strawberries,ripebananas,peaches,freshraspberries,honey,ranola,britanniacreamcheese"
2417,"bananaflowervazhaipoo,curddahiyogurt,mustardseeds,whiteuraddal,pearlonionssambaronions,greenchillies,spricurryleaves,turmericpowderhaldi,freshcoconut,salt,sesamegingellyoil"
2418,"betelleaves,ulkand,honey,milk,mixednuts,icecubes"
2419,"breads,bakedbeans,potatoes,cuminpowder,onions,greenchillies,chaatmasalapowder,greencoriander,save,greenchutney,tamarindchutney,pomegranate,salt,oliveoil"
2420,"indianboragedoddapatre,curddahiyogurt,cuminseedsjeera,wholeblackpeppercorns,dessicatedcoconut,salt,hee"
2421,"burgerbuns,tomato,onion,nutralitecheesyarlicmayo,mustardsauce,iceberlettuce,aloobhujia,nutralitearlicoreganospread,potatoesaloo,reenpeasmatar,carrotgajjar,salt,redchillipowder,cornflour,lemonjuice,greenchilli,wholewheatbreadcrumbs,nutralitearlicoreganospread"
2422,"chowchowchayotesquash,rawpeanutsmoongphali,tomatoes,sambarpowder,jaggery,amchurdrymangopowder,turmericpowderhaldi,mustardseeds,spricurryleaves,bayleaftejpatta,salt,corianderdhanialeaves,sunfloweroil"
2423,"onions,tomatoes,chicken,curddahiyogurt,inchinger,clovesarlic,greenchillies,redchillipowder,blackpepperpowder,lemonjuice,corianderdhanialeaves,salt,burgerbuns,butter,cuminseedsjeera,cinnamonstickdalchini,cloveslaung,blackpeppercorns,corianderdhaniaseeds,staranise,kashmiridryredchillies"
2424,"mangoripe,salt,turmericpowderhaldi,redchillipowder,spricurryleaves,mustardseeds,freshcoconut,jaggery"
2425,"milk,castersugar,cornflour,cocoapowder,espressopowder,chocolatebar,heavywhippincream,freshcherries,chocolateshavings"
2426,"dates,dates,milk,jaggery,cardamompowderelaichi,cashewnuts,badamalmond,pistachios,hee"
2427,"sugarcanejuice,gramfoxtailmillet,milk,cashewnuts,badamalmond,hee"
2428,"wholewheatflour,jaggery,soojisemolinarava,sunfloweroil,salt"
2429,"blackrice,barleyseeds,flaxseeds,congeepowder,spinachleavespalak,rasampowder,arlic,extravirginoliveoil,water"
2430,"prawns,onion,tomato,greenchilli,inchinger,clovesarlic,spricurryleaves,corianderdhanialeaves,mustardseeds,dryredchillies,turmericpowderhaldi,freshcoconut,coconutoil,salt,water,riceflour,water,salt"
2431,"buttonmushrooms,wholeblackpeppercorns,cloveslaung,ajwaincaromseeds,fennelseedssaunf,cuminseedsjeera,corianderdhaniaseeds,inchcinnamonstickdalchini,dryredchilli,poppyseeds,freshcoconut,sunfloweroil,onions,garlic,salt,tamarindpaste"
2432,"poha,potatoes,reenpeas,rye,cuminseeds,curryleaves,onion,greenchillies,inger,turmericpowder,asafoetida,sugar,lemon,peanuts,oil,coriander,pomegranate,salt,sweetcorn,reenmung"
2433,"cookedrice,curddahiyogurt,ramflourbesan,cuminseedsjeera,mustardseeds,curryleaves,asafoetidahing,turmericpowderhaldi,redchillipowder,sunfloweroil,corianderdhanialeaves,salt"
2434,"singhadewaterchestnut,buttonmushrooms,redbellpeppercapsicum,yellowbellpeppercapsicum,broccoli,bokchoy,beansprouts,stalksprinonionreens,soysauce,blackpepperpowder,salt,sunfloweroil"
2435,"tomatoes,greenchillies,cuminseedsjeera,spricurryleaves,turmericpowderhaldi,redchillipowder,corianderpowderdhania,salt,jaggery,sunfloweroil,garammasalapowder"
2436,"spinach,methileavesfenugreekleaves,riceflour,cuminseedsjeera,dryredchillies,redchillipowder,asafoetidahing,turmericpowderhaldi,sugar,salt,mustardoil"
2437,"banana,ramflour,asafoetida,turmericpowder,redchillipowder,cuminseeds,mustardseeds,curryleaves,oil,salt"
2438,"soyachunks,drainwater,tomatoes,onion,greenchillies,clovesarlic,cuminseeds,spricurryleaf,turmericpowder,redchillipowder,corianderpowder,currypowder,coconutmilk,oil,salt"
2439,"eggs,onions,tomatoes,clovesarlic,ginger,spricurryleaves,hotmasalapowder,blackpepperpowder,kashmiriredchillipowder,corianderpowder,turmericpowder,corianderleaves,water,coconutoil,salt"
2440,"avarekaibroadbeans,onion,tomato,inchinger,clovesarlic,spricurryleaves,redchillipowder,turmericpowderhaldi,corianderpowderdhania,salt,sunfloweroil"
2441,"bhindiladyfingerokra,dryredchillies,mustardseeds,freshcoconut,mustardseeds,greenchillies,spricorianderdhanialeaves,chanadalbengalramdal,tamarindpaste,jaggery"
2442,"fenugreek,carrot,oil,whiteuraddal,mustard,cuminseeds,dryredchillies,reenchillies,turmericpowder,tamarindpaste,jaggery,salt"
2443,"kalachanabrownchickpeas,carrotsgajjar,cucumber,tomatoes,corianderdhanialeaves,greenchillies,lemonjuice,salt"
2444,"yogurt,sugar,cream,saffron,pistachios,ice"
2445,"beetroot,wholewheatflour,cuminpowderjeera,redchillipowder,greenchillies,hee,salt,water"
2446,"whitebeans,kale,cuminpowderjeera,arlicpowder,lemonjuice,salt,tahini"
2447,"inchcinnamonstickdalchini,cloveslaung,fennelseedssaunf,staranise,wholeblackpeppercorns,reatnorthernbeans,wholewheatbreadcrumbs,wholeegg,blackpepperpowder,arlicpowder,corianderdhanialeaves,soysauce,sugar,lemonjuice,extravirginoliveoil,sunfloweroil,chinesespicepowder,salt,burgerbuns,cheeseslices,classicmayonnaisewithegg,mixedreens"
2448,"purposeflourmaida,sugar,salt,bakinpowder,bakinsoda,lemonzest,poppyseeds,buttermilk,water,vanillaextract,lemonjuice,wholeegg,sunfloweroil,butter"
2449,"beetroot,hee,cardamomelaichipodsseeds,almondmilkbadammilk,pistachios,dates"
2450,"fishfillet,turmericpowderhaldi,onion,tomatoes,clovesarlic,inchinger,greenchillies,corianderdhanialeaves,sunfloweroil,redchillipowder,mustardseeds,methiseedsfenugreekseeds,curryleaves,corianderpowderdhania,cuminpowderjeera,salt"
2451,"muesli,coconutoil,badamalmond,honey,vanillaextract,driedfigs,salt"
2452,"sreenbeansfrenchbeanschopped,onion,clovesarlic,greenchillies,tofu,sunfloweroil,salt,blackpepperpowder"
2453,"purposeflourmaida,hee,salt,ajwaincaromseeds,chilledwater,sunfloweroil"
2454,"purposeflourmaida,activedryyeast,sugar,salt,lukewarmwater,sunfloweroil"
2455,"quinoa,water,mustardseeds,clovesarlic,inchinger,pearlonionssambaronions,cardamompowderelaichi,tomatoes,redchillipowder,turmericpowderhaldi,sambarpowder,arammasalapowder,salt,spricurryleaves,spricorianderdhanialeaves,hee"
2456,"buttonmushrooms,pearlonionssambaronions,clovesarlic,blackpepperpowder,salt,sunfloweroil,spricorianderdhanialeaves"
2457,"sugar,cocoapowder,purposeflourmaida,salt,milk,butter,vanillaextract"
2458,"vivattamaida,wholeeggs,butter,khoyamawa,milk,castersugar,bakinpowder,cardamompowderelaichi,vanillaextract,saffronstrands"
2459,"idlidosamixture,semolina,coriander,salt,oil,clovesarlic,almonds,greenchillies,greencoriander"
2460,"colocasiarootarbi,riceflour,redchillipowder,turmericpowderhaldi,amchurdrymangopowder,salt,sunfloweroil,whiteuraddal,mustardseeds,dryredchilli,spricurryleaves,sunfloweroil"
2461,"instantoatsoatmeal,water,onion,greenchillies,carrotgajjar,greenbeansfrenchbeans,greenbellpeppercapsicum,turmericpowderhaldi,salt,corianderdhanialeaves,sunfloweroil,mustardseeds"
2462,"wholeeggs,buttonmushrooms,onion,greenchilli,tomato,blackolives,cheese,corianderdhanialeaves,saltpepper,sunfloweroil"
2463,"carrotgajjar,methileavesfenugreekleaves,cuminseedsjeera,redchillipowder,turmericpowderhaldi,cuminseedsjeera,jowarfloursorghum,wholewheatflour,salt,sunfloweroil"
2464,"beetroot,fetacheese,onion,redwinevinaigrette,honey,clovesarlic,extravirginoliveoil,spribasilleaves,saltpepper"
2465,"beetroot,freshcoconut,clovesarlic,onion,sambarpowder,mustardseeds,asafoetidahing,dryredchilli,spricurryleaves,sunfloweroil,salt"
2466,"buttonmushrooms,pohaflattenedrice,greenbeansfrenchbeans,carrotgajjar,inger,greenchilli,redchillipowder,arammasalapowder,chaatmasalapowder,amchurdrymangopowder,corianderdhanialeaves,wholewheatbreadcrumbs,salt,sunfloweroil"
2467,"sugar,strawberries,sprimintleavespudina,lemonjuice,rum,aeratedwatersodawater"
2468,"milk,semiyavermicellicolourful,khoyamawa,rasgulla,sugar,jello,roohafzasharbat,freshcream,custardpowder,mixedfruits"
2469,"extravirginoliveoil,carrotsgajjar,stalkssprinonionbulbreens,onion,buttonmushrooms,stalkcelery,clovesarlic,spriparsleyleaves,wholeblackpeppercorns,bayleavestejpatta,raisins,water"
2470,"wholewheatflour,purposeflourmaida,sugar,salt,cinnamonpowderdalchini,bakinpowder,chilledbutter,apple,pecans,curddahiyogurt,milk,cinnamonpowderdalchini,honey"
2471,"wholewheatflour,salt,ghee"
2472,"wholewheatflour,riceflour,oatsflour,freshcoconut,salt,jaggery,sunfloweroil,greenchilli,inger,curryleaves,asafoetidahing,wholeblackpeppercorns"
2473,"crabs,freshcoconut,spricorianderdhanialeaves,inchcinnamonstickdalchini,bayleaftejpatta,inchinger,clovesarlic,onion,onion,tomato,kashmiriredchillipowder,redchillipowder,corianderpowderdhania,turmericpowderhaldi,salt,sunfloweroil"
2474,"pineapple,water,sugar,orangeliquor"
2475,"avocado,greenchilli,curd,peanuts,coriander,cuminpowder,chaatmasalapowder,salt,redchilipowder"
2476,"mixedlentils,carrotgajjar,onion,greenbellpeppercapsicum,celery,inchinger,freshredchilli,vegetablestock,darksoysauce,sesamegingellyoil,sesameseedstilseeds,sprinonionbulbreens,salt"
2477,"okra,potatoes,cuminseeds,curryleaves,asafoetida,redchilipowder,turmericpowder,corianderpowder,salt,oil"
2478,"hotwater,ragiflourfingermilletnagli,hee,salt"
2479,"instantoatsoatmeal,riceflour,sunfloweroil,salt,water,freshcoconut,dryredchillies,chanadalbengalramdal,whiteuraddal,mustardseeds,asafoetidahing,sunfloweroil,curryleaves,salt"
2480,"spinach,watermelon,blackrapes,fetacheese,walnuts,extravirginoliveoil,lemonjuice,honey,blackpepperpowder,salt"
2481,"paneer,rye,saffron,bayleaf,lentilsugar,long,milk,water,turmericpowder,cuminpowder,fennelpowder,salt,cardamompowder,coriander"
2482,"paneerhomemadecottagecheese,redyellowandreenbellpepperscapsicum,onions,tomato,ingerarlicpaste,vinegar,soysauce,tomatoketchup,arammasalapowder,blackpepperpowder,sugar,salt,cookedrice,reenpeasmatar,cuminseedsjeera,inger,greenchillies,cloveslaung,cardamomelaichipodsseeds,inchcinnamonstickdalchini,bayleaftejpatta,salt,hee,iceberlettuce,onion,tomatoes"
2483,"rice,onion,grindwholepepper,mustard,white,cashewnuts,oil,salt"
2484,"elephantyamsuransenairatalu,mustardseeds,dryredchillies,methiseedsfenugreekseeds,asafoetidahing,turmericpowderhaldi,tamarindpaste,jaggery,salt,sunfloweroil"
2485,"apples,brownsugardemerarasugar,butter,cinnamonpowderdalchini,huncurdgreekyogurt,spriextractnaturalbourbonvanilla,sugar,wholewheatflour,instantoatsoatmeal,brownsugardemerarasugar,butter,cinnamonpowderdalchini,nutmepowder"
2486,"mutton,arlic,turmericpowderhaldi,redchillipowder,kalonjionionnigellaseeds,fennelseedssaunf,cuminseedsjeera,blackcardamombadielaichi,cloveslaung,bayleaftejpatta,inchcinnamonstickdalchini,salt,lemonjuice,mustardoil"
2487,"tindora,redchillipowder,fenugreekseeds,rye,asafoetida,oil,lemon,turmericpowder,salt,carrot,capsicumgreen"
2488,"purposeflourmaida,hee,milk,water,turmericpowderhaldi,sugar,water"
2489,"cottagecheese,mustard,coconut,greenchillies,mustardoil,turmericpowder,lemonjuice,sugar,salt,"
2490,"dosarice,watermelonrind,freshcoconut,pohaflattenedrice,salt"
2491,"yellowmoondal,potatoaloo,greenbeansfrenchbeans,carrotgajjar,reenpeasmatar,cauliflowergobi,drumstick,pearlonionssambaronions,tomato,mustardseeds,cuminseedsjeera,sunfloweroil,asafoetidahing,lemonjuice,freshcoconut,inchinger,clovesarlic,greenchillies,spricurryleaves,corianderdhanialeaves,salt"
2492,"cauliflowergobi,potatoesaloo,rawpeanutsmoongphali,greenchilli,mustardseeds,bayleaftejpatta,tomatoes,inger,ramflourbesan,curddahiyogurt,corianderpowderdhania,redchillipowder,turmericpowderhaldi,cuminpowderjeera,arammasalapowder,salt,corianderdhanialeaves,sunfloweroil"
2493,"idlidosamixture,reencardamom"
2494,"hoplumamtekai,jaggery,turmericpowderhaldi,salt,freshcoconut,whiteuraddal,chanadalbengalramdal,methiseedsfenugreekseeds,cuminseedsjeera,sesameseedstilseeds,dryredchillies,asafoetidahing,spricurryleaves,coconutoil,mustardseeds,asafoetidahing,spricurryleaves"
2495,"lambribs,sugar,koshersalt,mustardseeds,chinesespicepowder,blackpepperpowder,cinnamonpowderdalchini,clovepowderlaung,vinegar,lemonjuice,suavapuree,applecidervinegar,homemadetomatopuree,lemonjuice,soysauce,worcestershiresauce,inger,sprinonionbulbreens,clovearlic,water,salt,blackpepperpowder,redchilliflakes"
2496,"phoolmakhanalotusseeds,rawpeanutsmoongphali,curddahiyogurt,rajgiraflouramaranthflour,greenchilli,sugar,spricorianderdhanialeaves,salt,hee,cuminseedsjeera,inchcinnamonstickdalchini"
2497,"onions,tomatoes,ingerarlicpaste,greenchillies,corianderpowderdhania,cuminseedsjeera,cloveslaung,sunfloweroil,corianderdhanialeaves,sramflourbesan,onion,curddahiyogurt,khuskhus,salt,dryredchilli,water"
